""
"time"," id"," long"," lat"," angle"," speed"," RSSI"," Throughput"
"19.00","1","23.773455","37.967153","259.114473","5.893475","75.83796005136085","37.918980025680426"
"19.00","2","23.759549","37.971716","107.072269","5.216981","61.55711360506576","30.77855680253288"
"20.00","1","23.773389","37.967145","259.114473","5.893475","73.3811944177314","36.6905972088657"
"20.00","2","23.759605","37.971701","106.464367","5.216981","50.518043627574805","25.259021813787403"
"21.00","1","23.773323","37.967134","256.550297","5.893475","69.00272149599297","34.501360747996486"
"21.00","2","23.759662","37.971687","105.698069","5.216981","67.81266305720648","33.90633152860324"
"22.00","1","23.773257","37.967123","256.550297","5.893475","59.39608954772254","29.69804477386127"
"22.00","2","23.759719","37.971673","105.698069","5.216981","46.97714523174676","23.48857261587338"
"23.00","1","23.773192","37.967113","256.550297","5.893475","85.77332493877405","42.886662469387026"
"23.00","2","23.759775","37.971659","105.698069","5.216981","46.65283275700028","23.326416378500145"
